"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Chuk",1.34551942005539e-06,-0.348155703791403,0.5,0.887,0.0417824145509801
"Ino80d",1.35046882433747e-06,-0.270270084898809,0.272,0.746,0.0419361084021516
"Angel2",1.35199061314672e-06,-0.346450006551526,0.62,0.93,0.041983364510045
"Haus4",1.35930175309499e-06,0.439039317770412,0.717,0.549,0.0422103973388588
"Lnpk",1.36348933221404e-06,-0.375138351856407,0.63,0.915,0.0423404342332427
"Eprs",1.36422832743186e-06,-0.322717197076038,0.902,0.986,0.0423633822517414
"Mapk6",1.37136922005887e-06,-0.258536511905842,0.304,0.718,0.0425851283904882
"Raph1",1.37239674777258e-06,-0.342107076328234,0.457,0.845,0.042617036208582
"Usp47",1.4155234714145e-06,-0.324087284813564,0.815,0.986,0.0439562503578346
"Xrn2",1.42776073255366e-06,-0.302504686013648,0.685,0.958,0.0443362540279889
"Uqcrq",1.43732307746534e-06,0.309136714103319,0.935,0.986,0.0446331935245311
"Utp3",1.44423943948849e-06,-0.314786182827186,0.565,0.958,0.044847967314436
"Gm8186",1.44648472908543e-06,0.425241609958066,0.652,0.465,0.0449176902922898
"Rtn4",1.45580468129555e-06,-0.321757334391714,0.75,0.986,0.0452071027682707
"Phf20l1",1.46876916622865e-06,-0.294133876114711,0.793,0.958,0.0456096889188983
"Psip1",1.47238375683753e-06,0.401869363022452,0.946,0.944,0.0457219328010757
"Slk",1.48702142249676e-06,-0.385112716335432,0.522,0.887,0.0461764762327919
"Mon2",1.49570687774135e-06,-0.28504395888573,0.522,0.901,0.0464461856745023
"Apoo",1.52519582135122e-06,0.429906290969633,0.88,0.831,0.0473619058404196
"Med30",1.52701991558816e-06,0.359546790053537,0.826,0.789,0.047418549438759
"Txndc17",1.53694045688225e-06,0.343724738506083,0.891,0.93,0.0477266120075647
"Tcf12",1.54453611671753e-06,-0.309089248992368,0.793,0.958,0.0479624800324294
"Ilk",1.55983315965951e-06,0.345057813836623,0.772,0.662,0.0484374991069068
"Cdiptos",1.56691146518355e-06,0.292467991404163,0.348,0.042,0.0486573017283449
"Zc3h14",1.57397850826795e-06,-0.333758334331691,0.793,1,0.0488767546172446
"Zfp652",1.57455942496838e-06,-0.281741616896534,0.196,0.592,0.048894793823543
"Mis12",1.57960031910373e-06,-0.261778756415279,0.283,0.676,0.0490513287091281
"Eloa",1.58863237620643e-06,-0.269870749744015,0.424,0.887,0.0493318011783383
"Hdlbp",1.59770474182707e-06,-0.317727976263056,0.663,0.93,0.0496135253479559
"Snx3",1.59937846409814e-06,0.335236617765326,0.902,0.901,0.0496654994456397
"Cct7",1.65850923628441e-06,0.313070679995699,1,0.972,0.0515016873143399
"Arhgap29",1.6823192167764e-06,-0.260848998937867,0.337,0.761,0.0522410586385575
"Atox1",1.68615106856078e-06,0.322469650308588,0.978,0.972,0.0523600491320178
"Arl6ip1",1.74254032907272e-06,-0.411227016422192,0.946,0.986,0.0541111048386952
"Tsg101",1.74916803931441e-06,0.324744167606744,0.902,0.887,0.0543169151248305
"Hnrnph1",1.81890912078641e-06,-0.387080625628245,0.837,0.958,0.0564825849277805
"Cdk4",1.83884874360841e-06,0.388411325010562,0.696,0.493,0.0571017700352721
"Prdx5",1.85813143414282e-06,0.381476184076634,0.739,0.676,0.0577005554244371
"Blzf1",1.87915023007891e-06,-0.258221622994509,0.315,0.775,0.0583532520946404
"Chic1",1.89405829481602e-06,-0.262378880940189,0.163,0.521,0.058816192228922
"Mrps28",1.90396595664969e-06,0.374186365890495,0.696,0.521,0.0591238548518428
"Ppp4r3a",1.92809983965092e-06,-0.283622767867379,0.511,0.915,0.0598732843206801
"Dppa5a",1.98858103099748e-06,0.348905920018254,0.652,0.408,0.0617514067555648
"Nop58",1.99304553330324e-06,-0.344264550194957,0.859,0.986,0.0618900429456655
"Rnf103",2.02410240264288e-06,-0.253854969724766,0.304,0.732,0.0628544519092692
"Pigp",2.04023380798985e-06,-0.349912470895951,0.946,0.986,0.0633553804395089
"Grcc10",2.092402894629e-06,0.257706192081626,0.38,0.07,0.0649753870869145
"Rasal2",2.09318393447432e-06,-0.326223063806572,0.565,0.93,0.0649996407172312
"1190007I07Rik",2.10787925430216e-06,0.371419574503016,0.717,0.62,0.0654559744838448
"Supt5",2.11845904742846e-06,-0.300396127287343,0.761,0.972,0.0657845087997959
"Sugp1",2.13187815756441e-06,-0.311467149408455,0.38,0.845,0.0662012124268477
"Trnt1",2.15715526141354e-06,-0.29372246420342,0.522,0.887,0.0669861423326747
"Smg7",2.17231532014143e-06,-0.260758078174932,0.467,0.873,0.0674569076363518
"Mrps18a",2.1723786234939e-06,0.357800694451363,0.87,0.859,0.0674588733953561
"Kcnk18",2.19529073470398e-06,0.265945270253895,0.272,0,0.0681703631847626
"Kit",2.23779954528548e-06,0.408637183602086,0.478,0.183,0.06949038927975
"Wdr60",2.28757509447203e-06,-0.284146448557053,0.391,0.817,0.0710360694086398
"Snx4",2.29104880271772e-06,-0.27125697150279,0.478,0.873,0.0711439384707935
"Pdxdc1",2.31567425143997e-06,-0.338419192378572,0.717,0.901,0.0719086325299654
"Cep70",2.34240003946649e-06,-0.270578057963843,0.391,0.831,0.072738548425553
"Usp1",2.3513709572895e-06,-0.284093228152065,0.587,0.915,0.0730171223367108
"D8Ertd738e",2.41320471224467e-06,0.357064977930946,0.913,0.93,0.0749372459293337
"Herc2",2.44335439607624e-06,-0.315930238290116,0.63,0.972,0.0758734840613555
"Ogt",2.45449489834894e-06,-0.307575420174703,0.489,0.901,0.0762194300784295
"Cbll1",2.48812963334234e-06,-0.317913349325945,0.435,0.803,0.0772638895041798
