"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Serbp1",7.63275280512995e-17,0.481394175556549,0.986,0.989,2.370198728577e-12
"Dynlrb1",7.70647282175754e-17,0.61971839546667,0.986,0.815,2.39309100534037e-12
"Zfp57",7.73295496266707e-17,0.386676200577892,0.681,0.043,2.401314504557e-12
"Sycp2",7.90679694930933e-17,-0.786578733232889,0.611,0.924,2.45529765666903e-12
"Mboat2",8.20096291362419e-17,0.41321204453682,0.889,0.174,2.54664501356772e-12
"Vat1",8.32894826214905e-17,0.437544495010681,0.806,0.12,2.58638830384514e-12
"Rps10",1.02370454622318e-16,-0.414426104512803,1,1,3.17890972738685e-12
"Eef1b2",1.05245929674833e-16,-0.634835996790944,0.972,0.989,3.26820185419258e-12
"Naca",1.09755981919783e-16,0.508983353797085,1,1,3.40825250655501e-12
"Esrp1",1.12418419735704e-16,0.703411101724018,0.986,0.543,3.49092918805281e-12
"Gm44601",1.13804098044336e-16,-0.913770132766641,0.375,0.826,3.53395865657077e-12
"Rpl17",1.14445625219889e-16,-0.387371883444706,1,1,3.5538799999532e-12
"Itpk1",1.15639901402388e-16,0.46998357490108,0.833,0.141,3.59096585824837e-12
"Tcf25",1.2590261949802e-16,0.595631020711184,1,0.707,3.90965404327201e-12
"Lamtor1",1.27128909060183e-16,0.585489356638348,1,0.522,3.94773401304585e-12
"Map3k11",1.29070244489127e-16,0.519418479052646,0.889,0.228,4.00801830212085e-12
"Myh9",1.37978113720349e-16,0.42319925939194,0.847,0.163,4.28463436535798e-12
"Ehd4",1.43201244963369e-16,0.467829798857451,0.833,0.141,4.4468282598475e-12
"Nmt2",1.50057491799921e-16,0.720664901639339,1,0.783,4.65973529286294e-12
"Rpl28",1.55374109428228e-16,-0.442340002543026,1,1,4.82483222007475e-12
"Map1b",1.72974374698991e-16,0.475806188300697,0.792,0.109,5.37137325752776e-12
"Tmtc4",1.75768881579747e-16,0.496469883937401,0.875,0.217,5.4581510796959e-12
"Tmem151a",1.8799305400423e-16,0.306214445470531,0.597,0.011,5.83774830599334e-12
"Trp63",1.95826143099863e-16,0.305849147269915,0.708,0.054,6.08098922168005e-12
"Tubb2b",2.07191544084683e-16,0.558733882732534,0.708,0.076,6.43391901846166e-12
"Dek",2.14354388902129e-16,0.57628814273104,1,0.88,6.65634683857782e-12
"Npm3",2.16550724368332e-16,0.539740609600492,1,0.978,6.72454964380981e-12
"Neil2",2.37711177664332e-16,0.329674984277932,0.639,0.033,7.38164520001051e-12
"Aldh9a1",2.3956012389306e-16,0.544491662843314,0.944,0.391,7.4390605272512e-12
"Pabpc4",2.56237890027883e-16,0.644340555508515,0.861,0.239,7.95695519903585e-12
"Eif1ax",2.59199634970397e-16,0.752485443095451,0.972,0.891,8.04892626473575e-12
"Pfdn4",2.6385847450838e-16,0.695196714324818,0.986,0.696,8.19359720890871e-12
"Tuba1b",2.65108444805334e-16,0.715984838104855,0.944,0.62,8.23241253654003e-12
"Pak1ip1",2.84722680945208e-16,0.648898226450561,0.986,0.652,8.84149341139155e-12
"Glrx5",2.85119104035891e-16,0.601672893755728,0.972,0.641,8.85380353762651e-12
"Ywhaz",3.1406064597258e-16,0.626758997892901,1,0.707,9.75252523938651e-12
"Pawr",3.18996991210419e-16,0.386822625120015,0.722,0.076,9.90581356805716e-12
"Lamtor4",3.33161567371863e-16,0.598559583809353,0.958,0.446,1.03456661515985e-11
"Sec61g",3.4098143367553e-16,0.519954425944186,1,1,1.05884964599262e-11
"Zfyve21",3.66003424243873e-16,0.606832817687281,0.847,0.217,1.1365504333045e-11
"Sycp3",4.07448307862152e-16,0.561508672231098,1,1,1.26524923040434e-11
"Ccdc124",4.09555801506094e-16,0.618332943757404,0.944,0.63,1.27179363041687e-11
"Hormad1",4.64335211915987e-16,-0.773136302237451,0.778,0.957,1.44190013356271e-11
"Edf1",4.7265232882892e-16,0.663113440358963,0.972,0.793,1.46772727671245e-11
"Tex12",4.89625255338907e-16,-0.714105497416241,0.889,0.978,1.52043330540391e-11
"Arpp19",5.46042652925169e-16,0.5270497997237,1,0.891,1.69562625012853e-11
"Cirbp",5.96005732842488e-16,0.666445833231401,1,0.935,1.85077660219578e-11
"Clip1",6.11927189762372e-16,0.564447300764608,0.917,0.272,1.90021750236909e-11
"Ak2",7.08212010837603e-16,0.700653251090716,0.944,0.522,2.19921075725401e-11
"Dusp7",7.67498455445274e-16,0.394137957856647,0.861,0.152,2.38331295369421e-11
"Mien1",7.99143598777854e-16,0.631231090564675,1,0.848,2.48158061728487e-11
"Arhgap20os",8.01110613790073e-16,0.391665272911791,0.722,0.076,2.48768878900231e-11
"Stxbp2",8.15608383836608e-16,0.361824547541451,0.875,0.163,2.53270871432782e-11
"Scaf11",8.64556412989106e-16,0.66118883888947,0.986,0.826,2.68470702925507e-11
"Gm30025",8.69154078741533e-16,0.367723004263414,0.667,0.054,2.69898416071608e-11
"Rpl27",8.72730783084816e-16,-0.400682987159224,1,0.989,2.71009090071328e-11
"Cox7c",9.21230671437916e-16,-0.4143941848031,1,1,2.86069760401616e-11
"Ddx6",1.00117979563446e-15,0.595879722493429,0.986,0.554,3.1089636193837e-11
"Alkbh7",1.03339711418562e-15,0.394053488414888,0.736,0.098,3.20900805868061e-11
"Calu",1.08825100781305e-15,0.439626248452912,0.917,0.217,3.37934585456185e-11
"Ddah1",1.13112198590693e-15,0.794329192682972,0.903,0.315,3.51247310283679e-11
"Naa50",1.19737004000798e-15,0.587411673184245,0.986,0.75,3.71819318523678e-11
"Cenpm",1.26536681206419e-15,0.595682647788139,0.903,0.315,3.92934356150294e-11
"Pdk1",1.28299851562836e-15,0.455760974886615,0.847,0.163,3.98409529058076e-11
"Rbms1",1.33351855510052e-15,0.488657576702183,0.917,0.283,4.14097516915366e-11
"Rpl31",1.380161168831e-15,-0.334987249448792,1,1,4.2858144775709e-11
"Lurap1l",1.42631254637744e-15,0.268435168999999,0.569,0.011,4.42912835026585e-11
"Smdt1",1.45408423558941e-15,0.581126185205975,0.972,0.957,4.51536777677581e-11
"Gsr",1.49933276385978e-15,0.418925408706873,0.778,0.13,4.65587803161377e-11
"Eif3k",1.53527507920229e-15,0.570564276896936,0.986,0.957,4.76748970344687e-11
"Krt36",1.70441069574042e-15,0.302486189827699,0.542,0,5.29270653348273e-11
"Nucks1",1.92055226702914e-15,0.640061108902582,1,0.783,5.96389095480558e-11
"Csnk1e",2.06988165943146e-15,0.718366372466009,0.903,0.391,6.42760351703251e-11
"Hsp90ab1",2.09032334925895e-15,0.382859180075468,1,1,6.49108109645382e-11
"Scamp1",2.16480983117068e-15,0.38711390821901,0.889,0.217,6.72238396873431e-11
"Vil1",2.22559818016974e-15,0.398476635055653,0.611,0.033,6.9111500288811e-11
"Gtsf1",2.28843647880401e-15,1.13935717285823,0.986,0.837,7.1062817976301e-11
"Sh3bgrl3",2.34539641400969e-15,0.59774972814803,0.972,0.543,7.28315948442429e-11
"Cspg5",2.55128597604831e-15,0.556898291835377,0.889,0.272,7.92250834142281e-11
"Nipsnap2",2.59813181453233e-15,0.465953076359575,0.819,0.196,8.06797872366726e-11
"Polr3g",2.60276321370652e-15,0.54766138687869,0.875,0.228,8.08236060752286e-11
"Arhgap28",2.68210809226593e-15,0.257255639442944,0.708,0.065,8.32875025891338e-11
"Atp6v1f",2.90115862443038e-15,0.524451075248021,0.972,0.924,9.00896787644366e-11
"Smap1",2.9056594048434e-15,0.570486904487143,1,0.913,9.0229441498602e-11
"Phf21a",3.18398381971744e-15,-0.720594450068398,0.653,0.87,9.88722495536857e-11
"Gpr137c",3.70035041974012e-15,0.391353666550509,0.833,0.174,1.1490698158419e-10
"Csde1",3.79580724693397e-15,0.571630629448385,1,0.935,1.17871202439041e-10
"Fbl",3.84219357332132e-15,0.639052339967404,0.986,0.837,1.19311637032347e-10
"1110008P14Rik",3.88538469538807e-15,0.447155200641653,0.75,0.13,1.20652850945886e-10
"Gm45716",3.94814689683543e-15,0.280168615833769,0.667,0.054,1.22601805587431e-10
"H2afz",4.00796867068505e-15,-0.595084600489785,0.986,1,1.24459451130783e-10
"Adam12",4.05083393560035e-15,0.288664651025363,0.611,0.033,1.25790546202198e-10
"Cltb",4.32907103022155e-15,0.45531692653251,0.736,0.12,1.3443064270147e-10
"Cox5a",4.39434458967928e-15,0.485037546114078,0.986,0.967,1.36457582543311e-10
"Tbc1d20",5.39168757213119e-15,0.596556880392514,0.972,0.391,1.6742807417739e-10
"Slc38a1",5.42883093753781e-15,0.331321569510885,0.625,0.043,1.68581487103362e-10
"Ccnb3",5.70312708384542e-15,-0.929270357140124,0.208,0.761,1.77099205334652e-10
"Th",7.0514350296182e-15,0.38141501597178,0.542,0.011,2.18968211974734e-10
"Sp140",7.09574505399674e-15,0.322692490464423,0.611,0.033,2.20344171161761e-10
"Ybx2",7.2119148344464e-15,0.66725141187625,0.972,0.761,2.23951591354064e-10
"Rnd2",7.97758759030443e-15,0.365496170824378,0.764,0.109,2.47728027441724e-10
"Lcp1",8.49066549871126e-15,0.307075151568756,0.583,0.022,2.63660635731481e-10
"Rnf126",9.05241443060995e-15,0.45722932266524,0.931,0.348,2.81104625313731e-10
"Cad",9.50836877712735e-15,0.369528689694142,0.722,0.098,2.95263375636136e-10
"Phf20",1.08016285147484e-14,0.578801199870901,0.972,0.728,3.35422970268483e-10
"Rbx1",1.0858985227796e-14,0.465229992213046,0.986,1,3.3720406827875e-10
"Polr2d",1.1405216919489e-14,0.479881282690279,0.972,0.391,3.54166201000892e-10
"Rasd2",1.26325399325469e-14,0.508015713795127,0.861,0.239,3.92278262525379e-10
"Mea1",1.27568003962912e-14,0.538111287299918,0.958,0.826,3.9613692270603e-10
"Atp5f1",1.30259413064586e-14,-0.413929535043099,1,1,4.0449455538946e-10
"Ccdc61",1.30499806309446e-14,0.406553188252573,0.833,0.207,4.05241048532721e-10
"H1foo",1.31459034778454e-14,0.407911173954002,0.542,0.011,4.08219740697534e-10
"Bri3",1.33491296877298e-14,0.542949788554901,1,0.935,4.14530524193073e-10
"Kif14",1.34443759843626e-14,0.336843713290644,0.722,0.109,4.17488207442413e-10
"Ppia",1.54150287620852e-14,0.43081067821959,1,1,4.78682888149033e-10
"Nop14",1.55009310780756e-14,0.595878505034261,0.972,0.63,4.81350412767481e-10
"Fam199x",1.55419336450293e-14,0.497049722724271,0.736,0.12,4.82623665479094e-10
"Smagp",1.66947868567295e-14,0.410134147782258,0.667,0.076,5.18423216262021e-10
